fdc_id,unit,description,grams
173221,cup,cup (8 fl oz),265
173222,cup,cup,78
173222,serving,serving (4 tbsp or 1 envelope),21
173223,fl oz,fl oz,31.2
173223,cup,cup (8 fl oz),250
173224,fl oz,fl oz,31.3
173224,cup,cup (8 fl oz),250
173225,fl oz,fl oz,31.3
173225,cup,cup (8 fl oz),250
173226,fl oz,fl oz,20.8
173226,cup,cup (8 fl oz),166
173226,milkshake,milkshake (10 fl oz),208
173226,small,small McDonald's shake (12 fl oz),250
173226,medium,medium McDonald's shake (16 fl oz),333
173226,large,large McDonald's shake (22 fl oz),458
173227,fl oz,fl oz,29.6
173227,fl oz,fl oz,29.667
173227,cup,cup (8 fl oz),237
173228,tsp,tsp,0.8
173229,serving,serving (3 heaping tsp),23
173229,cup,cup,182
173230,serving,serving 1 tsp,0.7
173231,fl oz,fl oz,29.8
173231,serving,serving 6 fl oz,179
173231,serving,serving 8 fl oz,238
173232,fl oz,fl oz,29.6
173232,fl oz,fl oz,29.667
173232,cup,cup (8 fl oz),237
173233,fl oz,fl oz,29.6
173233,bottle,bottle 6.5 fl oz,192
173233,bottle,bottle 11 fl oz,325
173233,cup,cup 8 fl oz,237
173234,fl oz,fl oz,29.6
173234,bottle,bottle 16.9 fl oz,500
173234,bottle,bottle 24 fl oz,710
173234,bottle,bottle 8 fl oz,237
173235,serving,serving 2 tbsp,26
173236,fl oz,fl oz,33.9
173236,fl oz,fl oz,33.833
173237,portion,"portion, amount of dry mix to make 8 fl oz prepared",2.5
173238,oz,oz,28.35
173238,muffin,muffin,57
173239,oz,oz,28.35
173239,piece,"piece (1/8 of 9"" dia)",125
173239,piece,"piece (1/6 of 8"" pie)",117
173240,oz,oz,28.35
173240,pie,"pie (5"" x 3-3/4"")",128
173241,oz,oz,28.35
173241,tortilla,"tortilla, medium (approx 6"" dia)",26
173242,oz,oz,28.35
173242,tortilla,"tortilla, medium (approx 6"" dia)",32
173242,tortilla,"tortilla (approx 10"" dia)",72
173242,tortilla,"tortilla (approx 12"" dia)",117
173242,tortilla,"tortilla (approx 7-8"" dia)",49
173243,oz,oz,28.35
173243,cake,cake,340
173244,oz,oz,28.35
173244,package,package (18.50 oz),524
173245,serving,serving,22
173246,serving,serving,25
173247,serving,serving,24
173248,serving,serving,26
173249,serving,serving,28
173250,serving,serving,26
173251,serving,serving,20
173252,serving,serving,21
173253,serving,serving,25
173254,serving,serving,67
173255,serving,serving,31
173256,serving,serving,40
173257,serving,serving,57
173258,cracker,cracker,3.3
173258,cracker,cracker (1 NLEA serving),3.2
173259,biscuit,biscuit,64
173259,serving,serving,64
173260,serving,serving 2 cookies,38
173261,serving,serving,52
173262,cup,cup,161
173263,cup,cup,155
173264,cup,cup spaghetti,121
173265,cup,cup spaghetti,141
173349,oz,oz,28.25
173349,steak,steak,369
173349,roast,roast,1159
173350,oz,oz,28.25
173350,steak,steak,534
173351,oz,oz,28.333
173351,steak,steak,363
173352,oz,oz,28.25
173352,steak,steak,458
173353,oz,oz,28.333
173353,steak,steak,368
173354,oz,oz,28.25
173354,steak,steak,191
173355,oz,oz,28.333
173355,medallion,medallion,30
173356,oz,oz,28.25
173356,medallion,medallion,44
173357,oz,oz,28.25
173357,steak,steak,246
173358,serving,serving (3 oz),85
173358,steak,steak,188
173359,oz,oz,28.25
173359,steak,steak,243
173360,oz,oz,28.333
173360,steak,steak,186
173361,oz,oz,28.25
173361,steak,steak,209
173362,oz,oz,28.333
173362,steak,steak,156
173363,oz,oz,28.25
173363,steak,steak,203
173364,oz,oz,28.333
173364,steak,steak,253
173365,oz,oz,28.25
173366,oz,oz,28.333
173366,medallion,medallion,32
173367,oz,oz,28.25
173367,steak,steak,207
173368,oz,oz,28.333
173368,steak,steak,190
173369,oz,oz,28.25
173369,steak,steak,197
173370,oz,oz,28.333
173370,steak,steak,150
173371,oz,oz,28.333
173371,steak,steak,305
173372,oz,oz,28.333
173372,roast,roast,1669
173373,oz,oz,28.333
173373,steak,steak,254
173374,oz,oz,28.25
173374,steak,steak,382
173375,oz,oz,28.333
173375,steak,steak,256
173376,oz,oz,28.25
173376,steak,steak,266
173377,oz,oz,28.333
173377,steak,steak,173
173378,oz,oz,28.25
173378,steak,steak,268
173379,oz,oz,28.333
173379,steak,steak,175
173380,oz,oz,28.25
173380,steak,steak,316
173381,oz,oz,28.333
173381,steak,steak,266
173382,oz,oz,28.25
173383,oz,oz,28.333
173383,rib,ribs,1159
173384,oz,oz,28.25
173384,rib,ribs,1562
173385,oz,oz,28.333
173385,steak,steak,378
173386,oz,oz,28.333
173386,steak,steak,385
173387,oz,oz,28.333
173387,steak,steak,381
173388,oz,oz,28.333
173388,roast,roast,2044
173389,oz,oz,28.25
173389,steak,steak,471
173389,roast,roast,2557
173390,oz,oz,28.333
173390,steak,steak,281
173391,oz,oz,28.333
173391,steak,steak,306
173392,oz,oz,28.333
173392,steak,steak,291
173393,oz,oz,28.25
173393,steak,steak,350
173393,roast,roast,2124
173394,oz,oz,28.25
173394,steak,steak,376
173394,roast,roast,2203
173395,oz,oz,28.333
173395,steak,steak,254
173396,oz,oz,28.333
173396,steak,steak,256
173397,oz,oz,28.333
173397,steak,steak,174
173398,oz,oz,28.333
173398,steak,steak,173
173399,oz,oz,28.333
173399,steak,steak,175
173400,oz,oz,28.25
173400,steak,steak,266
173401,oz,oz,28.333
173401,steak,steak,266
173402,oz,oz,28.25
173402,steak,steak,326
173403,oz,oz,28.25
173403,steak,steak,316
173404,oz,oz,28.25
173404,steak,steak,340
173405,oz,oz,28.25
173405,rib,ribs,1604
173406,oz,oz,28.25
173406,rib,ribs,1562
173407,oz,oz,28.333
173407,roast,roast,806
173408,oz,oz,28.25
173408,fillet,fillet,190
173408,roast,roast,1013
173409,oz,oz,28.25
173409,steak,steak,199
173410,pat,"pat (1"" sq, 1/3"" high)",5
173410,tbsp,tbsp,14.2
173410,cup,cup,227
173410,stick,stick,113
173411,pat,"pat (1"" sq, 1/3"" high)",3.8
173411,tbsp,tbsp,9.4
173411,cup,cup,151
173411,stick,stick,76
173412,tbsp,tbsp,12.8
173412,cup,cup,205
173413,oz,oz,28.35
173414,cup,"cup, diced",132
173414,cup,"cup, melted",244
173414,cup,"cup, shredded",113
173414,oz,oz,28.35
173414,cubic,cubic inch,17
173414,slice,slice (1 oz),28
173415,oz,oz,28.35
173416,cup,"cup, diced",132
173416,cup,"cup, shredded",113
173416,oz,oz,28.35
173416,cubic,cubic inch,17
173416,slice,slice (1 oz),28
173417,oz,oz,28.25
173417,cup,cup (not packed),226
173418,tbsp,tbsp,14.5
173418,cup,cup,232
173418,tbsp,"tbsp, whipped",10
173418,oz,oz,28.35
173418,cubic,cubic inch,16
173418,package,"package, small (3 oz)",85
173419,oz,oz,28.35
173419,package,package (7 oz),198
173420,cup,"cup, crumbled",150
173420,oz,oz,28.35
173420,cubic,cubic inch,17
173420,wedge,wedge (1.33 oz),38
173421,oz,oz,28.35
173421,lb,lb,454
173422,oz,oz,28.35
173422,lb,lb,454
173423,large,large,46
173424,cup,"cup, chopped",136
173424,tbsp,tbsp,8.5
173424,large,large,50
173425,cup,"cup, sifted",85
173425,tbsp,tbsp,5
173426,oz,oz,28.35
173426,lb,lb,454
173427,cup,"cup, sifted",107
173427,tbsp,tbsp,7
173428,cup,"cup, sifted",67
173428,tbsp,tbsp,4
173429,oz,oz,28.286
173429,oz,oz,28.571
173430,pat,"pat (1"" sq, 1/3"" high)",5
173430,tbsp,tbsp,14.2
173430,cup,cup,227
173430,stick,stick,113
173431,tbsp,tbsp,5
173432,cup,cup,245
173432,quart,quart,980
173433,oz,oz,28.35
173435,oz,oz,28.35
173436,oz,oz,28.35
173436,lb,lb,454
173437,cup,"cup, diced",132
173437,cup,"cup, shredded",113
173437,oz,oz,28.35
173437,cubic,cubic inch,18
173437,slice,slice (1 oz),28
173438,cup,"cup, diced",132
173438,cup,"cup, shredded",113
173438,oz,oz,28.35
173438,cubic,cubic inch,17
173438,slice,slice (1 oz),28
173439,cup,"cup, diced",132
173439,cup,"cup, shredded",113
173439,oz,oz,28.35
173439,cubic,cubic inch,17
173439,slice,slice (1 oz),28
173440,cup,"cup, diced",132
173440,cup,"cup, shredded",113
173440,oz,oz,28.35
173440,cubic,cubic inch,17
173440,slice,slice (1 oz),28
173441,cup,cup,244
173441,quart,quart,976
173442,tbsp,tablespoon,12
173442,cup,cup,230
173443,tbsp,tablespoon,12
173443,cup,cup,230
173444,tbsp,tablespoon,12
173444,cup,cup,230
173445,container,container (6 oz),170
173446,tbsp,tbsp,17.5
173447,slice,slice,21
173448,oz,oz,28
173449,oz,oz,28
173450,cup,cup,250
173450,fl oz,fl oz,31.2
173450,quart,quart,1000
173451,container,container (6 oz),170
173451,cup,cup (8 fl oz),245
173451,container,container (8 oz),227
173452,cup,cup,100
173452,tbsp,tbsp,5
173452,oz,oz,28.35
173453,tbsp,tbsp,15
173454,cup,cup,128
173454,cup,cup,128
173455,slice,slice 3/4 oz,21
173455,slice,slice 2/3 oz,19
173456,container,container (6 oz),170
173456,container,container (4.4 oz),125
173456,container,container (5 oz),142
173456,cup,cup (8 fl oz),245
173456,container,container (8 oz),227
173456,container,container (4 oz),226
173457,container,container (6 oz),170
173457,cup,cup (8 fl oz),245
173457,container,container (8 oz),227
173457,container,"container, Dannon Sprinkl'ins (4.1 oz)",116
173457,container,container (4 oz),226
173458,container,container (6 oz),170
173458,container,container (4.4 oz),125
173458,cup,cup (8 fl oz),245
173458,container,container (8 oz),227
173459,tbsp,tbsp,11
173460,scoop,scoop,25
173461,tbsp,tbsp,19
173462,cup,cup,240
173462,cup,cup,240
173463,container,container,170
173464,cup,cup,136
173465,cup,cup,172
173466,bar,bar,50
173467,cup,cup,136
173468,tsp,tsp,6
173468,tbsp,tbsp,18
173468,cup,cup,292
173468,dash,dash,0.4
173469,tbsp,tbsp,14.9
173469,cup,cup,239
173469,tsp,tsp,5
173470,tsp,tsp,0.8
173470,tsp,tsp,0.8
173471,tsp,tsp,4.2
173471,tbsp,tbsp,13
173471,cup,cup,208
173472,tsp,tsp,5
173472,tbsp,tbsp,15
173473,tsp,tsp,0.7
173473,tbsp,tbsp,1.7
173474,leaf,leaves,0.05
173474,tbsp,tbsp,1.6
173475,leaf,leaves,0.15
173475,tbsp,tbsp,5.7
173476,tbsp,tbsp,6.767
173562,tbsp,tbsp,15
173562,cup,cup,245
173563,tbsp,tablespoon,13.6
173563,cup,cup,218
173563,tsp,tsp,4.5
173564,tbsp,tbsp,12.8
173564,cup,cup,205
173565,tbsp,tablespoon,13.6
173565,cup,cup,218
173565,tsp,tsp,4.5
173566,tbsp,tbsp,12.8
173566,cup,cup,205
173567,tbsp,tbsp,12.8
173567,cup,cup,205
173568,tbsp,tbsp,12.8
173568,cup,cup,205
173569,tbsp,tbsp,12.8
173569,cup,cup,205
173570,tbsp,tbsp,13.6
173570,cup,cup,218
173570,tsp,tsp,4.5
173571,tbsp,tbsp,12.8
173571,tsp,tsp,4.3
173571,cup,cup,205
173572,tbsp,tbsp,12.8
173572,cup,cup,205
173573,tbsp,tbsp,14
173573,cup,cup,218
173573,tsp,tsp,4.5
173574,tbsp,tbsp,12.8
173574,cup,cup,205
173575,tbsp,tbsp,12.8
173575,cup,cup,205
173576,tbsp,tbsp,13.6
173576,cup,cup,218
173576,tsp,tsp,4.5
173577,tsp,tsp,4.5
173577,tbsp,tbsp,13.6
173577,cup,cup,218
173578,tbsp,tbsp,13.6
173578,tsp,tsp,4.5
173578,cup,cup,218
173579,tbsp,tbsp,12.8
173579,cup,cup,205
173580,tbsp,tablespoon,14
173581,tbsp,tablespoon,14
173582,tbsp,tbsp,14
173582,cup,cup,229
173582,tsp,tsp,4.8
173583,tbsp,tbsp,14.3
173583,cup,cup,229
173583,tsp,tsp,4.8
173584,tbsp,tbsp,12.8
173584,cup,cup,205
173585,tbsp,tbsp,14.2
173585,cup,cup,227
173585,pat,"pat (1"" sq, 1/3"" high)",5
173585,stick,stick,113
173586,tbsp,tablespoon,14
173587,tbsp,tbsp,14
173588,tbsp,tbsp (1 NLEA serving),14
173590,tbsp,tbsp,14
173590,cup,cup,231
173591,tbsp,tablespoon,14
173592,tbsp,tablespoon,15
173592,serving,serving,30
173593,tbsp,tablespoon,15
173593,serving,serving (2 tbsp),30
173594,tbsp,tablespoon,15
173595,tbsp,tbsp,13.6
173595,cup,cup,218
173595,tsp,tsp,4.5
173596,tbsp,tbsp,13.6
173596,cup,cup,218
173596,tsp,tsp,4.5
173597,tbsp,tbsp,13.6
173597,cup,cup,218
173597,tsp,tsp,4.5
173598,tbsp,tbsp,13.6
173598,cup,cup,218
173598,tsp,tsp,4.5
173599,tbsp,tbsp,14
173600,tbsp,tbsp,13.6
173600,cup,cup,218
173600,tsp,tsp,4.5
173601,tbsp,tbsp,13.6
173601,cup,cup,218
173601,tsp,tsp,4.5
173602,tbsp,tbsp,13.6
173602,cup,cup,218
173602,tsp,tsp,4.5
173603,tbsp,tbsp,13.6
173603,cup,cup,218
173603,tsp,tsp,4.5
173604,tbsp,tbsp,13.6
173604,cup,cup,218
173604,tsp,tsp,4.5
173605,tbsp,tbsp,14
173606,tbsp,tbsp,12.8
173606,cup,cup,205
173607,tbsp,tbsp,12.8
173607,cup,cup,205
173608,tbsp,tablespoon,14
173609,tbsp,tablespoon,14
173610,tbsp,tablespoon,14
173611,unit,unit (yield from 1 lb ready-to-cook chicken),29
173611,drumstick,"drumstick, bone removed",49
173612,oz,oz,28.333
173612,drumstick,drumstick with skin (yield from 1 lb ready-to-cook chicken),105
173612,drumstick,drumstick without skin,96
173613,cup,"cup, chopped or diced",140
173613,unit,unit (yield from 1 lb ready-to-cook chicken),34
173613,drumstick,"drumstick, bone removed",57
173614,oz,oz,28.25
173614,drumstick,drumstick  with skin,130
173614,drumstick,drumstick without skin,122
173615,unit,unit (yield from 1 lb ready-to-cook chicken),95
173615,leg,"leg, bone removed",158
173616,unit,unit (yield from 1 lb ready-to-cook chicken),67
173616,leg,"leg, bone removed",112
173617,oz,oz,28.333
173617,leg,"leg, with skin (Sum of drumstick+thigh+back)",258
173617,thigh,thigh with skin,133
173617,drumstick,drumstick with skin,91
173617,back,back with skin,35
173618,cup,"cup, chopped or diced",140
173618,unit,unit (yield from 1 lb ready-to-cook chicken),75
173618,leg,"leg, bone removed",125
173619,oz,oz,28.25
173619,leg,"leg, bone and skin removed (Sum of drumstick+thigh+back meat only)",265
173619,thigh,thigh bone and skin removed,147
173619,drumstick,drumstick bone and skin removed,88
173619,back,back bone and skin removed,30
173620,unit,unit (yield from 1 lb ready-to-cook chicken),16
173620,neck,"neck, bone removed",52
173621,unit,unit (yield from 1 lb ready-to-cook chicken),11
173621,neck,"neck, bone removed",36
173622,unit,unit (yield from 1 lb ready-to-cook chicken),11
173622,neck,"neck, bone removed",38
173623,unit,unit (yield from 1 lb ready-to-cook chicken),6
173623,neck,"neck, bone and skin removed",20
173624,unit,unit (yield from 1 lb ready-to-cook chicken),38
173624,thigh,"thigh, bone removed",62
173625,oz,oz,28.333
173625,thigh,thigh with skin,137
173625,thigh,thigh without skin,116
173626,unit,unit (yield from 1 lb ready-to-cook chicken),41
173626,thigh,"thigh, bone removed",68
173627,oz,oz,28.25
173627,thigh,thigh without skin,149
173628,unit,unit (yield from 1 lb ready-to-cook chicken),29
173628,wing,"wing, bone removed",49
173629,unit,unit (yield from 1 lb ready-to-cook chicken),19
173629,wing,"wing, bone removed",32
173630,oz,oz,28.333
173630,piece,piece,85
173631,cup,"cup, chopped or diced",140
173631,unit,unit (yield from 1 lb ready-to-cook chicken),24
173631,wing,"wing, bone removed",40
173632,wing,"wing, bone and skin removed (yield from 1 lb ready-to-cook chicken)",17
173632,wing,"wing, bone and skin removed",29
173633,oz,oz,28.333
173633,unit,unit (yield from 1 lb ready-to-cook chicken),235
173633,chicken,chicken,1072
173634,oz,oz,28.333
173634,breast,breast,635
173634,bird,bird,4405
173635,oz,oz,28.333
173635,unit,unit (yield from 1 lb ready-to-cook chicken),210
173635,chicken,"chicken, bone removed",960
173636,oz,oz,28.333
173636,unit,unit (yield from 1 lb ready-to-cook chicken),209
173636,chicken,"chicken, bone and skin removed",954
173637,cup,"cup, chopped or diced",140
173637,unit,unit (yield from 1 lb ready-to-cook chicken),78
173638,unit,unit (yield from 1 lb ready-to-cook chicken),113
173638,chicken,"chicken, bone and skin removed",516
173639,cup,"cup, chopped or diced",140
173639,unit,unit (yield from 1 lb ready-to-cook chicken),94
173640,oz,oz,28.333
173640,chicken,chicken,905
173641,unit,unit (yield from 1 lb ready-to-cook chicken),28
173641,giblet,giblets,81
173642,cup,"cup, chopped or diced",145
173642,unit,unit (yield from 1 lb ready-to-cook chicken),17
173643,unit,unit (yield from 1 lb ready-to-cook chicken),89
173643,chicken,"chicken, bone and skin removed",260
173644,cup,"cup, chopped or diced",140
173644,unit,unit (yield from 1 lb ready-to-cook chicken),64
173645,oz,oz,28.333
173645,unit,unit (yield from 1 lb ready-to cook capon),297
173645,capon,"capon, bone removed",1928
173646,oz,oz,28.333
173646,unit,unit (yield from 1 lb ready-to cook capon),196
173646,capon,"capon, bone removed",1274
173647,fl oz,fl oz,29.6
173647,serving,serving 8 fl oz,237
173647,liter,liter,1000
173648,fl oz,fl oz,30.833
173649,packet,packet (.75 oz),21
173649,envelope,envelope,21
173650,serving,serving,243
173651,fl oz,fl oz,35.3
173651,can,can,424
173652,fl oz,fl oz,31
173652,fl oz,fl oz,31
173653,fl oz,fl oz,36.2
173653,can,can (12 fl oz),435
173654,fl oz,fl oz,29.6
173654,fl oz,fl oz,29.625
173655,fl oz,fl oz,29.6
173655,bottle,bottle 11.2 fl oz,331
173655,bottle,bottle 500 ml,500
173655,bottle,bottle 25 fl oz,739
173656,fl oz,fl oz,29.6
173656,bottle,bottle 16.9 fl oz i,500
173656,bottle,bottle 24 fl oz,710
173657,fl oz,fl oz,29.6
173658,fl oz,fl oz,29.6
173658,bottle,bottle 8.5 fl oz,251
173659,scoop,scoop powder,23
173659,cup,cup powder,207
173660,fl oz,fl oz,30.5
173660,fl oz,fl oz,30.5
173660,bottle,bottle,609
173661,fl oz,fl oz,32.3
173662,fl oz,fl oz,30.4
173662,portion,portion (2 oz mix + 1.5 oz whiskey),106
173662,fl oz,fl oz,32.5
173663,fl oz,fl oz,27.8
173663,fl oz,fl oz,28
173664,fl oz,fl oz,27.8
173664,fl oz,fl oz,28
173665,fl oz,fl oz,34.8
173665,fl oz,fl oz,34.667
173666,fl oz,fl oz,36.4
173666,can,can (12 fl oz),437
173666,can,can (6 fl oz),218
173667,fl oz,fl oz,30.9
173667,bottle,bottle 8 fl oz,247
173668,oz,"oz, boneless",28.35
173668,cubic,"cubic inch, boneless",17
173668,fillet,"fillet, large (7"" x 2-1/4"" x 1/4"")",65
173668,fillet,"fillet, medium (5"" x 1-3/4"" x 1/4"")",40
173668,fillet,"fillet, small (2-3/8"" x 1-3/8"" x 1/4"")",20
173669,oz,oz,28.333
173669,fillet,fillet,184
173670,oz,oz,28.333
173670,fillet,fillet,193
173671,oz,oz,28.333
173671,fillet,fillet,386
173672,oz,oz,28.333
173672,fillet,fillet,225
173673,oz,oz,28.333
173673,fillet,fillet,187
173674,fillet,fillet,146
173674,oz,oz,28.333
173675,oz,oz,28.333
173676,oz,oz,28.333
173677,oz,oz,28.333
173677,fillet,fillet,352
173678,fillet,fillet,60
173678,oz,oz,28.333
173679,fillet,fillet,46
173679,oz,oz,28.333
173680,oz,oz,28.333
173680,fillet,fillet,396
173681,fillet,fillet,60
173681,oz,oz,28.333
173682,oz,"oz, boneless",28.35
173682,fillet,fillet,112
173682,oz,oz,28.333
173683,fillet,fillet,88
173683,oz,oz,28.333
173684,oz,oz,28.333
173684,fillet,fillet,191
173685,oz,oz,28.35
173685,oz,oz,28.333
173686,oz,oz,28.333
173686,fillet,fillet,396
173687,oz,"oz, boneless",28.35
173687,oz,oz,28.333
173687,cubic,"cubic inch, boneless",17
173687,cup,"cup, cooked",136
173688,oz,oz,28.333
173688,fillet,fillet,396
173689,oz,oz,28.333
173689,fillet,fillet,396
173690,oz,oz,28.333
173690,can,can,411
173691,oz,"oz, boneless",28.35
173691,fillet,fillet,396
173691,oz,oz,28.333
173692,oz,oz,28.333
173692,fillet,fillet,310
173693,oz,oz,28.333
173693,can,can,337
173694,fillet,fillet,101
173694,oz,oz,28.333
173695,oz,oz,28.333
173695,fillet,fillet,238
173696,oz,oz,28.333
173696,fillet,fillet,184
173697,oz,oz,28.333
173698,oz,oz,28.333
173698,fillet,fillet,218
173699,oz,oz,28.333
173699,fillet,fillet,170
173700,fillet,fillet,64
173700,oz,oz,28.333
173701,oz,oz,28.333
173702,oz,oz,28.35
173702,oz,oz,28.333
173703,oz,oz,28.333
173703,piece,"piece (4-1/2"" x 2-1/8"" x 7/8"")",136
173704,oz,oz,28.333
173704,piece,piece,106
173705,oz,oz,28.333
173705,fillet,fillet,386
173706,oz,oz,28.333
173707,oz,oz,28.333
173708,cup,"cup, solid or chunks",146
173708,oz,oz,28.35
173708,can,can,171
173708,oz,oz,28.333
173708,can,"can (12.5 oz), drained",321
173709,oz,oz,28.35
173709,oz,oz,28.333
173709,can,can,165
173709,cup,"cup, solid or chunks",154
173709,can,"can (12.5 oz), drained",315
173710,oz,oz,28.333
173710,fillet,fillet,408
173711,oz,oz,28.333
173711,fillet,fillet,198
173712,cup,"cup, cooked",136
173712,oz,"oz, boneless",28.35
173712,cubic,"cubic inch, boneless",17
173712,oz,oz,28.333
173713,fillet,fillet,92
173713,oz,oz,28.333
173714,fillet,fillet,143
173714,oz,oz,28.333
173715,oz,oz,28.333
173715,fillet,fillet,159
173716,fillet,fillet,143
173716,oz,oz,28.333
173717,fillet,fillet,79
173717,oz,oz,28.333
173718,fillet,fillet,71
173718,oz,oz,28.333
173719,oz,oz,28.333
173719,fillet,fillet,356
173720,cup,"cup, sliced",127
173720,oz,"oz cooked, yield",17
173721,oz,oz,28.35
173722,oz,oz,28.35
173723,oz,oz,28.333
173723,can,"can drained solids, bone and skin removed",247
173724,oz,oz,28.333
173724,can,"can drained solids, bone and skin removed",242
173725,oz,oz,28.333
173726,oz,oz,28.333
173727,cup,cup,197
173728,cup,cup,230
173729,cup,cup,296
173730,slice,slice,14
173731,cup,cup,253
173732,cup,cup,249
173733,cup,cup,246
173734,cup,cup,194
173734,tbsp,tbsp,12.1
173735,cup,cup,172
173736,cup,cup,177
173737,cup,cup,260
173738,cup,cup,184
173739,cup,cup,177
173740,cup,cup,177
173740,tbsp,tbsp,11
173741,cup,cup,256
173742,cup,cup,184
173743,cup,cup,177
173744,cup,cup,184
173744,tbsp,tbsp,12.2
173745,cup,cup,208
173746,cup,cup,182
173747,cup,cup,262
173748,cup,cup,210
173749,cup,cup,215
173750,cup,cup,179
173751,cup,cup,196
173752,cup,cup,177
173753,cup,cup,170
173754,cup,cup,256
173755,cup,cup,103
173755,tbsp,tbsp,6
173756,cup,cup,200
173756,tbsp,tbsp,12.5
173757,cup,cup,164
173758,cup,cup,167
173758,tbsp,tbsp,10.5
173759,cup,cup,171
173760,cup,cup,240
173761,cup,cup,240
173762,package,package,395
173763,package,package,395
173764,package,package,455
173765,cup,cup,243
173766,cup,cup,243
173767,cup,cup,243
173768,cup,cup,243
173769,cup,cup,243
173770,cup,cup,243
173771,cup,cup,243
173772,cup,cup,243
173773,cup,cup,243
173774,cup,cup,243
173775,cup,cup,244
173776,cup,cup,243
173777,cup,cup,243
173778,container,container,170
173779,container,container,170
173780,container,container,170
173781,container,container,170
173782,tbsp,tbsp,15
173783,package,package,395
173784,package,package,455
173785,oz,oz,28.333
173786,package,package,455
173787,oz,oz,28
173787,oz,oz,28
173788,oz,oz,28
173788,oz,oz,28
173789,cup,cup,230
173790,cup,cup,177
173791,cup,cup,262
173792,cup,cup,177
173793,cup,cup,177
173794,cup,cup,182
173795,cup,cup,169
173796,cup,cup,171
173797,cup,cup,169
173797,can,can,258
173798,cup,cup,170
173799,cup,cup,164
173800,can,can drained,253
173801,can,"can drained, rinsed",254
173801,cup,"cup drained, rinsed",152
173802,cup,cup,188
173803,cup,cup,182
173804,cup,cup,166
173805,cup,cup,177
173806,cup,cup,146
173806,oz,oz,28.35
173806,peanut,peanut,1
173807,cup,cup,147
173807,oz,oz,28.35
173808,cup,cup,144
173808,oz,oz,28.35
173809,cup,cup,143
173809,oz,oz,28.35
173810,oz,oz,28.25
173810,serving,serving,115
173811,oz,oz,28.333
173811,chop,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 85 g)",30
173812,oz,oz,28.25
173812,serving,serving,115
173813,oz,oz,28.333
173813,serving,serving,85
173814,oz,oz,28.333
173814,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",157
173815,oz,oz,28.35
173815,lb,lb,453.6
173816,oz,oz,28.333
173816,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",209
173817,oz,oz,28.35
173817,lb,lb,453.6
173818,oz,oz,28.333
173818,unit,"unit, cooked (yield from 1 lb raw meat)",272
173819,oz,oz,28.333
173819,unit,"unit, cooked (yield from 1 lb raw meat)",295
173820,oz,oz,28.333
173820,unit,"unit, cooked (yield from 1 lb raw meat)",304
173821,oz,oz,28.333
173821,unit,"unit, cooked (yield from 1 lb raw meat)",358
173822,oz,oz,28.333
173822,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",351
173823,oz,oz,28.25
173823,roast,roast,1495
173824,oz,oz,28.333
173824,chop,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 195 g)",80
173825,oz,oz,28.333
173825,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",229
173826,oz,oz,28.25
173826,roast,roast,1495
173826,oz,oz,28.35
173827,oz,oz,28.333
173827,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",240
173828,oz,oz,28.35
173828,lb,lb,453.6
173829,oz,oz,28.333
173829,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",163
173830,oz,oz,28.333
173830,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",215
173831,oz,oz,28.333
173831,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",182
173832,oz,oz,28.333
173832,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",251
173833,oz,oz,28.35
173833,steak,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)",304
173834,oz,oz,28.333
173834,steak,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)",173
173835,oz,oz,28.25
173835,chop,chop,450
173836,oz,oz,28.333
173836,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",186
173837,oz,oz,28.333
173837,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",244
173838,oz,oz,28.25
173838,chop,chop,450
173838,oz,oz,28.35
173839,oz,oz,28.333
173839,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",174
173840,oz,oz,28.35
173840,lb,lb,453.6
173841,oz,oz,28.333
173841,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",183
173842,oz,oz,28.333
173842,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",251
173843,oz,oz,28.35
173843,lb,lb,453.6
173844,oz,oz,28.333
173844,piece,"piece, cooked (yield from 1 lb raw meat, boneless)",340
173846,oz,oz,28.333
173846,piece,"piece, cooked (yield from 1 lb raw meat, boneless)",277
173847,oz,oz,28.333
173848,oz,oz,28.333
173848,piece,"piece, cooked (yield from 1 lb raw meat, boneless)",340
173849,oz,oz,28.25
173850,oz,oz,28.25
173850,roast,roast with bone,325
